ref
131.755593974134399105 1.00e-15 0.153486 0.00187209
fibren_adaptive
131.756877071487082276 1.00e-02 0.0140792 0.000955506
131.756303770716641566 1.00e-03 0.0047199 0.000397866
131.755317756363069748 1.00e-04 0.0080646 0.000131782
131.755615265423898563 1.00e-05 0.0148869 0.000236532
131.755596112073050108 1.00e-06 0.0219031 0.000281401
131.755593888396703051 1.00e-07 0.0309965 0.000391936
131.755593976813344170 1.00e-08 0.0407163 0.000500757
131.755593974198205842 1.00e-09 0.0512053 0.000952076
131.755593974191157258 1.00e-10 0.062701 0.000744714
fibren_discrete
29192399.827074814587831497 1 1.74e-05 1.85472e-06
52060.469132330588763580 3 6.6e-06 4.89898e-07
1083.781638212576353908 10 3.39e-05 1.04403e-06
262.681767936023788934 31 0.0002484 5.76541e-06
163.151711675054087891 100 0.0024433 6.22142e-05
140.969203218254904186 316 0.0237295 0.000484361
134.599389589745896956 1000 0.236462 0.00479554
132.648332793746646985 3162 2.35159 0.0514826
132.037219450786096786 10000 23.4902 0.469497
131.844588242959304125 31622 234.585 4.77614
