ref
-0.514463557612577560 1.00e-15 0.563703 0.00877563
fibren_adaptive
-0.514457708060905072 1.00e-02 0.0150747 0.000455993
-0.514463676280822346 1.00e-03 0.0058216 0.000288147
-0.514463577468559974 1.00e-04 0.0077152 0.000169376
-0.514463559921308322 1.00e-05 0.0091341 0.000155659
-0.514463557641039237 1.00e-06 0.0109197 0.000204566
-0.514463557625060464 1.00e-07 0.0134764 0.000209366
-0.514463557614136646 1.00e-08 0.0156137 0.000229737
-0.514463557612597655 1.00e-09 0.0175229 0.000250662
-0.514463557612580558 1.00e-10 0.0441862 0.00070167
fibren_discrete
-0.063487999999999989 1 1.74e-05 1.62481e-06
-0.677366200594519130 3 6e-06 4.47214e-07
-0.594067607891636262 10 3.13e-05 4.58258e-07
-0.540119292882866642 31 0.0002365 1.0247e-06
-0.522411445392314877 100 0.0023943 2.32897e-05
-0.516978149363432671 316 0.0233808 0.000329467
-0.515258111597689750 1000 0.230938 0.000537991
-0.514714833999504906 3162 2.29885 0.0115212
-0.514543010637076526 10000 22.9572 0.128089
-0.514488683441510775 31622 228.664 0.301101
